number,value,f1_score,accuracy,roc_auc,precision,recall,f1_std,cv_iteration,params
25,0.9896925213078465,0.9896925213078465,0.9930783678996308,0.9996800763852263,0.984716188005475,0.9947209231535733,0.0043177116197825145,26,"{'n_estimators': 420, 'max_depth': 7, 'learning_rate': 0.12054419537328401, 'subsample': 0.6045539607983681, 'colsample_bytree': 0.6168284987488057, 'gamma': 0.5310601352757612, 'reg_alpha': 0.03272109048122624, 'reg_lambda': 0.8231084263793956}"
26,0.9889699765753764,0.9889699765753764,0.9925780833839394,0.9996918638011746,0.9825962177845016,0.9954328120055816,0.004793654239747924,27,"{'n_estimators': 283, 'max_depth': 9, 'learning_rate': 0.207144229142502, 'subsample': 0.55776672164575, 'colsample_bytree': 0.6947804607484516, 'gamma': 2.199436544454871, 'reg_alpha': 0.18965276268369047, 'reg_lambda': 0.6813044760465627}"
27,0.9875237789016587,0.9875237789016587,0.9916104547621329,0.999568005391545,0.9818118160465605,0.9933094667968949,0.004988131899398657,28,"{'n_estimators': 372, 'max_depth': 8, 'learning_rate': 0.06226119624441888, 'subsample': 0.6674925826600775, 'colsample_bytree': 0.5394112085420963, 'gamma': 0.5396720834249731, 'reg_alpha': 0.09075338152473511, 'reg_lambda': 0.5799987065524603}"
28,0.9906184094042213,0.9906184094042213,0.993693944026859,0.9997778035178672,0.9849662713546179,0.9963388539297516,0.003816047349354609,29,"{'n_estimators': 339, 'max_depth': 9, 'learning_rate': 0.12416463231380276, 'subsample': 0.5044151241552343, 'colsample_bytree': 0.6035463306114408, 'gamma': 1.282293885484582, 'reg_alpha': 0.3032078479416781, 'reg_lambda': 0.4800132922170675}"
29,0.9175129763724286,0.9175129763724286,0.9444550330394318,0.9835924187438159,0.9158245558071206,0.9200062921917511,0.018681815028955034,30,"{'n_estimators': 232, 'max_depth': 3, 'learning_rate': 0.10053018847342654, 'subsample': 0.6002547487390764, 'colsample_bytree': 0.7093332291265966, 'gamma': 1.9763799859473616, 'reg_alpha': 0.6783953411056909, 'reg_lambda': 0.3644573082247133}"
30,0.9928760692392483,0.9928760692392483,0.9952174441003505,0.9998730258434793,0.988095630674155,0.9977040802534146,0.002397637623394585,31,"{'n_estimators': 427, 'max_depth': 8, 'learning_rate': 0.203733150557863, 'subsample': 0.7573865858596117, 'colsample_bytree': 0.6529996087097315, 'gamma': 0.02858322432865216, 'reg_alpha': 0.009460710075993743, 'reg_lambda': 0.23079216856329599}"
31,0.9920792841164566,0.9920792841164566,0.9946811311159948,0.9998321516196248,0.987173380324887,0.9970353351925879,0.0032691858771638368,32,"{'n_estimators': 416, 'max_depth': 8, 'learning_rate': 0.21682437028106766, 'subsample': 0.7518790965410004, 'colsample_bytree': 0.6544182359859713, 'gamma': 0.3860336778815826, 'reg_alpha': 0.008597834396253147, 'reg_lambda': 0.24167257020786517}"
32,0.9933977208528196,0.9933977208528196,0.9955674376027644,0.9999012909883032,0.9887481960735887,0.9980923830641558,0.002410103245970171,33,"{'n_estimators': 457, 'max_depth': 9, 'learning_rate': 0.17255776234553302, 'subsample': 0.7574329529424287, 'colsample_bytree': 0.5433439671072606, 'gamma': 0.012455929246615097, 'reg_alpha': 0.07875095024685662, 'reg_lambda': 0.5035646682042978}"
33,0.9907445768444892,0.9907445768444892,0.9937855598861068,0.9997498932784498,0.985712652145514,0.9958303625723443,0.0036972579432290125,34,"{'n_estimators': 461, 'max_depth': 7, 'learning_rate': 0.15392517781928824, 'subsample': 0.7532942486323358, 'colsample_bytree': 0.5469153427551778, 'gamma': 0.8117751578438962, 'reg_alpha': 0.1447074579419975, 'reg_lambda': 0.3870244552684313}"
34,0.9917176326806162,0.9917176326806162,0.9944351062972882,0.9998243676780963,0.986310496911701,0.9971863426500702,0.003273649841566903,35,"{'n_estimators': 455, 'max_depth': 8, 'learning_rate': 0.22276844763200443, 'subsample': 0.6649913417736578, 'colsample_bytree': 0.5939769474998955, 'gamma': 0.3231188562450632, 'reg_alpha': 0.24106844175564052, 'reg_lambda': 0.28706081194576}"
35,0.9916054295284882,0.9916054295284882,0.9943579019590221,0.9998458109139743,0.9861660545984642,0.9971092961565642,0.003188205825059685,36,"{'n_estimators': 494, 'max_depth': 10, 'learning_rate': 0.05038385900089194, 'subsample': 0.8171793663762259, 'colsample_bytree': 0.6302135292214589, 'gamma': 1.5617739150043757, 'reg_alpha': 0.06700839248488168, 'reg_lambda': 0.1861867427902198}"
36,0.9908230867063587,0.9908230867063587,0.9938360000919214,0.999767175656836,0.9855749587146511,0.9961292942086591,0.0036433220736970862,37,"{'n_estimators': 413, 'max_depth': 8, 'learning_rate': 0.23712812762909166, 'subsample': 0.7762116497630208, 'colsample_bytree': 0.6661708498189103, 'gamma': 0.9802978768878794, 'reg_alpha': 0.002527179624529553, 'reg_lambda': 0.6380387666466338}"
37,0.9885645420855297,0.9885645420855297,0.9923186761016386,0.9995959416430242,0.9831386018413157,0.9940552610864746,0.004493984686029533,38,"{'n_estimators': 440, 'max_depth': 6, 'learning_rate': 0.17897138325592357, 'subsample': 0.6894999861403782, 'colsample_bytree': 0.6223090280477486, 'gamma': 0.6084581735104894, 'reg_alpha': 0.9802169461195773, 'reg_lambda': 0.4373307851703319}"
38,0.991201050707257,0.991201050707257,0.9940882013721315,0.9997970767894495,0.9859429620237078,0.9965175964495572,0.003624152353336024,39,"{'n_estimators': 476, 'max_depth': 9, 'learning_rate': 0.08299344144192422, 'subsample': 0.7283030427826531, 'colsample_bytree': 0.7089559395967409, 'gamma': 1.2780603260505683, 'reg_alpha': 0.5564601263268811, 'reg_lambda': 0.10971528022685106}"
39,0.9895033026951096,0.9895033026951096,0.9929332236737535,0.9997497108011689,0.9828244514894612,0.9962833802720774,0.004279195968108929,40,"{'n_estimators': 146, 'max_depth': 10, 'learning_rate': 0.15077240814117943, 'subsample': 0.8914356399670897, 'colsample_bytree': 0.579577613616464, 'gamma': 2.8419157282702803, 'reg_alpha': 0.17245218675552823, 'reg_lambda': 0.8069097549972963}"
40,0.9926076103044879,0.9926076103044879,0.995036270897177,0.9998596563353722,0.9876795639465437,0.9975869729054708,0.002531715931127124,41,"{'n_estimators': 383, 'max_depth': 8, 'learning_rate': 0.24863535543418985, 'subsample': 0.7861412222721074, 'colsample_bytree': 0.5344928544737569, 'gamma': 0.004633126905147786, 'reg_alpha': 0.3532257969223306, 'reg_lambda': 0.3264423512253623}"
41,0.9929389550964912,0.9929389550964912,0.9952596493929186,0.9998766487878626,0.9883139875708578,0.9976085446586008,0.0027211997945594834,42,"{'n_estimators': 425, 'max_depth': 9, 'learning_rate': 0.17911841697718464, 'subsample': 0.8144168895720597, 'colsample_bytree': 0.5257763218958813, 'gamma': 0.26428977833228146, 'reg_alpha': 0.07326326109237484, 'reg_lambda': 0.5112156685667993}"
42,0.9926850357124614,0.9926850357124614,0.9950877408152423,0.9998730049377138,0.9878691894574946,0.9975499906284768,0.002807798964627909,43,"{'n_estimators': 431, 'max_depth': 9, 'learning_rate': 0.1018725782106867, 'subsample': 0.8262603928486548, 'colsample_bytree': 0.5259124762941753, 'gamma': 0.30490046452996494, 'reg_alpha': 0.11993982679931361, 'reg_lambda': 0.5189526658596884}"
43,0.9922176000549233,0.9922176000549233,0.994770688126131,0.9998663152421909,0.986932807145449,0.9975623172468637,0.0028976642130845508,44,"{'n_estimators': 452, 'max_depth': 10, 'learning_rate': 0.13052145940906804, 'subsample': 0.8815761098629935, 'colsample_bytree': 0.5720023200322268, 'gamma': 0.7592116331553831, 'reg_alpha': 0.051303963629742766, 'reg_lambda': 0.586484598293659}"
44,0.9913918850417156,0.9913918850417156,0.9942189391506288,0.9998051730581975,0.9862297800897674,0.9966100290491496,0.0033833773413036697,45,"{'n_estimators': 403, 'max_depth': 8, 'learning_rate': 0.1778508836827242, 'subsample': 0.7735945316072411, 'colsample_bytree': 0.6451270026058039, 'gamma': 0.5189788516431633, 'reg_alpha': 0.7766439002113822, 'reg_lambda': 0.6630200011480832}"
45,0.9923169659094634,0.9923169659094634,0.994837603247935,0.9998722430178771,0.9869477168448819,0.9977472124767809,0.00262636931034676,46,"{'n_estimators': 421, 'max_depth': 10, 'learning_rate': 0.2552539769480277, 'subsample': 0.7340121039114568, 'colsample_bytree': 0.5593287130839775, 'gamma': 0.2900459960491442, 'reg_alpha': 0.06522745316719475, 'reg_lambda': 0.47573631280676865}"
46,0.9879826597074949,0.9879826597074949,0.9919305954690065,0.9995076560686291,0.9825683651016469,0.9934635616928814,0.004522095243390628,47,"{'n_estimators': 474, 'max_depth': 5, 'learning_rate': 0.29797255664580463, 'subsample': 0.9781916771429755, 'colsample_bytree': 0.5207195041436786, 'gamma': 0.1793505345954484, 'reg_alpha': 0.17602739172957227, 'reg_lambda': 0.6111307610366404}"
47,0.9917128959200232,0.9917128959200232,0.9944320181015049,0.9998306933751279,0.9863431627574674,0.9971431970638829,0.0031879865749280104,48,"{'n_estimators': 500, 'max_depth': 9, 'learning_rate': 0.1839896527126263, 'subsample': 0.803939339569092, 'colsample_bytree': 0.7822647524499446, 'gamma': 0.7127872935622923, 'reg_alpha': 6.995753456696951e-05, 'reg_lambda': 0.7011271062720419}"
